"player_id","round","kickoff_time","opponent_team","was_home","team_h_score","team_a_score","value","transfers_balance","selected","transfers_in","transfers_out","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","name","team","pos"
105,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,70,0,375528,0,0,-1,80,0,0,0,3,0,0,0,0,1,0,0,7,"12.8","67.8","2.0","8.3",0,1,0,0,6,5,0,0,87,75,0,0,0,0,0,0,0,3,1,"Fàbregas","Chelsea","Midfielder"
105,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,69,-189685,197694,2193,191878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fàbregas","Chelsea","Midfielder"
105,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,69,-21593,179265,6300,27893,11,90,1,0,1,0,0,0,0,0,0,0,3,36,"51.6","46.0","24.0","12.2",0,0,0,2,4,3,0,1,88,74,0,0,0,0,0,0,0,1,1,"Fàbregas","Chelsea","Midfielder"
106,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,70,0,690754,0,0,6,90,0,1,0,3,0,0,0,0,0,0,1,29,"29.0","34.1","22.0","8.5",0,1,1,1,6,2,2,0,49,37,0,0,0,0,1,0,0,1,2,"Willian","Chelsea","Midfielder"
106,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,71,96751,900812,151658,54907,3,77,0,0,1,0,0,0,0,0,0,0,0,14,"12.4","38.5","3.0","5.4",0,0,0,0,3,3,3,0,27,19,0,0,0,0,3,0,1,0,2,"Willian","Chelsea","Midfielder"
106,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,71,-24282,908201,79056,103338,3,90,0,0,1,0,0,0,0,0,0,0,0,16,"18.0","57.4","43.0","11.8",0,0,0,0,3,4,0,0,56,47,0,0,0,0,3,0,0,0,4,"Willian","Chelsea","Midfielder"
107,1,"2017-08-13T15:00:00Z",20,TRUE,4,0,50,0,688772,0,0,3,90,0,0,1,0,0,0,0,0,0,0,0,17,"17.0","7.5","10.0","3.5",0,0,0,2,9,0,0,0,69,59,0,0,0,0,2,0,0,2,7,"Matic","Man Utd","Midfielder"
107,2,"2017-08-19T11:30:00Z",16,FALSE,0,4,50,36181,847838,83721,47540,3,90,0,0,1,0,0,0,0,0,0,0,0,19,"22.0","4.3","4.0","3.0",0,0,0,5,7,0,2,0,85,77,0,0,0,0,1,0,0,1,1,"Matic","Man Utd","Midfielder"
107,3,"2017-08-26T16:30:00Z",9,TRUE,2,0,50,-67478,809298,56139,123617,3,90,0,0,1,0,0,0,0,0,0,0,0,18,"18.2","6.7","4.0","2.9",0,0,0,4,8,0,3,0,71,63,0,0,0,0,3,0,0,1,2,"Matic","Man Utd","Midfielder"
108,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,483364,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,20,"20.8","15.1","18.0","5.4",0,0,0,4,6,1,2,0,35,33,0,0,0,0,6,0,0,0,5,"Loftus-Cheek","Crystal Palace","Midfielder"
108,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,5350,519175,30833,25483,2,90,0,0,0,1,0,0,0,0,0,0,0,18,"22.0","21.8","4.0","4.8",0,0,2,4,8,3,0,0,22,17,0,0,0,0,4,0,0,0,3,"Loftus-Cheek","Crystal Palace","Midfielder"
108,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,-33250,493007,42255,75505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Loftus-Cheek","Crystal Palace","Midfielder"
109,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,80,0,140891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedro","Chelsea","Midfielder"
109,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,79,-64389,78266,842,65231,4,12,0,1,0,1,0,0,0,0,0,0,0,13,"16.2","14.3","0.0","3.1",0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,"Pedro","Chelsea","Midfielder"
109,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,79,-3107,78482,9100,12207,3,74,0,0,1,0,0,0,0,0,0,0,0,8,"1.0","20.1","20.0","4.1",0,0,0,0,6,1,0,0,33,29,0,0,0,0,4,0,3,0,2,"Pedro","Chelsea","Midfielder"
110,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,50,0,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenedy","Chelsea","Midfielder"
110,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,50,-374,2563,93,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenedy","Chelsea","Midfielder"
110,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,49,-283,2464,103,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenedy","Chelsea","Midfielder"
111,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,50,0,657402,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,17,"12.8","19.1","37.0","6.9",0,0,0,3,10,1,2,0,61,54,0,0,0,0,1,0,1,0,0,"Kanté","Chelsea","Midfielder"
111,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,50,-34291,762578,23081,57372,2,90,0,0,0,1,0,0,0,0,0,0,0,20,"21.6","18.8","0.0","4.0",0,1,0,3,11,1,4,0,32,25,0,0,0,0,2,0,0,2,2,"Kanté","Chelsea","Midfielder"
111,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,50,-35134,767346,28118,63252,3,90,0,0,1,0,0,0,0,0,0,0,0,11,"17.2","7.4","2.0","2.7",0,0,0,3,5,0,1,0,63,55,0,0,0,0,2,0,0,3,2,"Kanté","Chelsea","Midfielder"
112,1,"2017-08-12T11:30:00Z",10,TRUE,3,3,45,0,87154,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,7,"4.0","4.3","2.0","1.0",0,0,0,1,6,0,0,0,27,19,0,0,0,0,0,0,1,0,0,"Chalobah","Watford","Midfielder"
112,2,"2017-08-19T14:00:00Z",2,FALSE,0,2,45,2760,98757,8318,5558,2,90,0,0,1,0,0,0,0,1,0,0,0,1,"17.6","2.7","32.0","5.2",0,0,0,3,7,0,2,0,31,20,0,1,0,0,3,1,3,2,3,"Chalobah","Watford","Midfielder"
112,3,"2017-08-26T14:00:00Z",3,TRUE,0,0,45,10279,112135,20293,10014,3,90,0,0,1,0,0,0,0,0,0,0,0,11,"16.8","4.8","21.0","4.3",0,0,0,7,4,0,0,0,41,31,0,0,0,0,1,0,1,0,1,"Chalobah","Watford","Midfielder"
113,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,85,0,72107,0,0,1,58,0,0,0,3,0,0,0,0,0,0,0,1,"2.2","6.9","7.0","1.6",0,0,0,0,0,0,0,0,18,12,0,0,0,0,2,0,0,0,0,"Batshuayi","Chelsea","Forward"
113,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,84,-29367,50418,976,30343,-1,11,0,0,0,1,1,0,0,0,0,0,0,-3,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,"Batshuayi","Chelsea","Forward"
113,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,83,-15883,35482,975,16858,1,12,0,0,0,0,0,0,0,0,0,0,0,3,"2.2","2.8","20.0","2.5",0,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,"Batshuayi","Chelsea","Forward"
114,1,"2017-08-12T14:00:00Z",4,TRUE,2,3,100,0,70685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Costa","Chelsea","Forward"
114,2,"2017-08-20T15:00:00Z",17,FALSE,1,2,98,-33994,42796,431,34425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Costa","Chelsea","Forward"
114,3,"2017-08-27T12:30:00Z",7,TRUE,2,0,97,-12825,31638,418,13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Costa","Chelsea","Forward"
115,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,67318,0,0,2,90,0,0,0,3,0,0,0,0,0,4,0,19,"22.8","0.0","0.0","2.3",0,0,0,0,16,0,0,0,27,16,0,0,0,0,0,0,0,0,0,"Hennessey","Crystal Palace","Goalkeeper"
115,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-5095,66925,645,5740,9,90,0,0,0,1,0,0,0,0,0,12,3,35,"76.0","0.0","0.0","7.6",0,0,0,1,16,0,0,0,42,19,0,0,0,0,0,0,0,0,0,"Hennessey","Crystal Palace","Goalkeeper"
115,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,9704,83687,14803,5099,1,90,0,0,0,2,0,0,0,0,0,1,0,12,"11.0","0.0","0.0","1.1",0,0,0,1,12,0,0,0,20,12,0,0,0,0,0,0,0,0,0,"Hennessey","Crystal Palace","Goalkeeper"
116,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,40,0,99107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speroni","Crystal Palace","Goalkeeper"
116,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,40,-1657,107281,2076,3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speroni","Crystal Palace","Goalkeeper"
116,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,40,-2174,107319,2093,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speroni","Crystal Palace","Goalkeeper"
117,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,67078,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,2,"0.6","0.5","4.0","0.5",0,0,0,1,2,0,0,0,11,10,0,0,0,0,0,0,1,0,0,"Tomkins","Crystal Palace","Defender"
117,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-8893,61293,591,9484,2,90,0,0,0,1,0,0,0,0,0,0,0,8,"12.8","0.3","4.0","1.7",0,0,0,9,2,0,0,0,16,13,0,0,0,0,0,0,1,1,0,"Tomkins","Crystal Palace","Defender"
117,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,-3877,58283,1911,5788,1,40,0,0,0,0,0,0,0,0,0,0,0,6,"4.0","0.1","1.0","0.5",0,0,0,2,3,0,1,0,23,18,0,0,0,0,0,0,1,0,0,"Tomkins","Crystal Palace","Defender"
118,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,55689,0,0,1,90,0,0,0,3,0,0,0,0,0,0,0,18,"11.8","0.4","4.0","1.6",0,0,0,5,8,0,1,0,44,38,0,0,0,0,0,0,1,0,3,"Dann","Crystal Palace","Defender"
118,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-6510,53059,721,7231,2,90,0,0,0,1,0,0,0,0,0,0,0,11,"20.8","1.4","0.0","2.2",0,0,0,14,3,0,0,0,23,16,0,0,0,0,0,2,0,1,0,"Dann","Crystal Palace","Defender"
118,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,50,-3137,50713,2391,5528,1,90,0,0,0,2,0,0,0,0,0,0,0,17,"23.0","10.5","34.0","6.8",0,0,0,9,5,1,1,0,42,35,0,0,0,0,0,0,0,1,0,"Dann","Crystal Palace","Defender"
119,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,25307,0,0,-1,90,0,0,0,3,1,0,0,0,0,0,0,15,"15.2","4.8","0.0","2.0",0,1,0,4,7,0,6,0,26,18,0,0,0,0,2,0,0,0,0,"Ward","Crystal Palace","Defender"
119,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-4042,23006,211,4253,2,90,0,0,0,1,0,0,0,0,0,0,0,9,"9.8","3.3","0.0","1.3",0,0,0,4,4,0,1,0,21,12,0,0,0,0,1,0,0,1,0,"Ward","Crystal Palace","Defender"
119,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,50,-1816,21685,674,2490,0,90,0,0,0,2,0,0,0,1,0,0,0,12,"15.2","33.2","4.0","5.2",0,2,0,3,3,2,0,0,51,45,0,0,0,0,0,0,0,1,0,"Ward","Crystal Palace","Defender"
120,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,12549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kelly","Crystal Palace","Defender"
120,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-1866,12038,178,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kelly","Crystal Palace","Defender"
120,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,44,-1397,11236,220,1617,0,49,0,0,0,2,0,0,0,0,0,0,0,5,"6.8","0.3","33.0","4.0",0,0,0,0,5,0,1,0,37,31,0,0,1,0,1,0,0,1,0,"Kelly","Crystal Palace","Defender"
121,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,26732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Delaney","Crystal Palace","Defender"
121,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-3576,25778,269,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Delaney","Crystal Palace","Defender"
121,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,44,-3209,22947,253,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Delaney","Crystal Palace","Defender"
122,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Souaré","Crystal Palace","Defender"
122,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-107,607,26,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Souaré","Crystal Palace","Defender"
122,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,-77,546,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Souaré","Crystal Palace","Defender"
123,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,15544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schlupp","Crystal Palace","Defender"
123,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-3009,13985,141,3150,1,6,0,0,0,0,0,0,0,0,0,0,0,4,"6.2","0.0","0.0","0.6",0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,"Schlupp","Crystal Palace","Defender"
123,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,49,-1750,12871,246,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schlupp","Crystal Palace","Defender"
124,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,55,0,170864,0,0,1,90,0,0,0,3,0,0,0,0,0,0,0,12,"17.8","57.9","32.0","10.8",0,0,0,3,4,4,2,0,37,29,0,0,0,0,2,0,1,5,2,"van Aanholt","Crystal Palace","Defender"
124,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,55,-21153,159779,2051,23204,1,83,0,0,0,1,0,0,0,1,0,0,0,15,"23.8","1.0","2.0","2.7",0,0,0,8,9,0,4,0,20,11,0,0,0,0,3,0,0,0,0,"van Aanholt","Crystal Palace","Defender"
124,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,55,-12376,149561,7965,20341,1,45,0,0,0,1,0,0,0,0,0,0,0,5,"9.2","1.4","2.0","1.3",0,0,0,3,4,0,0,0,26,19,0,0,0,0,0,0,0,0,0,"van Aanholt","Crystal Palace","Defender"
125,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,62271,0,0,1,90,0,0,0,3,0,0,0,1,0,0,0,6,"8.4","3.8","9.0","2.1",0,0,0,3,4,0,0,0,44,40,0,0,0,0,3,0,1,1,0,"Puncheon","Crystal Palace","Midfielder"
125,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-6357,59031,1124,7481,1,73,0,0,0,1,0,0,0,1,0,0,0,3,"4.4","16.5","21.0","4.2",0,1,0,2,5,1,0,0,22,17,0,0,0,0,2,0,0,2,0,"Puncheon","Crystal Palace","Midfielder"
125,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,50,-6234,53292,1896,8130,1,90,0,0,0,2,0,0,0,1,0,0,0,4,"1.6","19.8","1.0","2.2",0,0,0,0,3,1,0,0,44,38,0,0,0,0,4,0,1,1,1,"Puncheon","Crystal Palace","Midfielder"
126,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,70,0,1039751,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,-1,"12.0","12.5","46.0","7.1",0,0,0,0,3,1,0,0,19,12,0,1,0,0,9,0,1,0,4,"Zaha","Crystal Palace","Midfielder"
126,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,70,-451495,613794,7662,459157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zaha","Crystal Palace","Midfielder"
126,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,69,-322943,291562,379,323322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zaha","Crystal Palace","Midfielder"
127,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,219884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McArthur","Crystal Palace","Midfielder"
127,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-32730,187944,502,33232,1,17,0,0,0,0,0,0,0,0,0,0,0,4,"3.0","0.5","0.0","0.4",0,0,0,2,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,"McArthur","Crystal Palace","Midfielder"
127,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,-16509,172078,2671,19180,2,90,0,0,0,2,0,0,0,0,0,0,0,5,"5.2","13.4","28.0","4.7",0,0,0,0,5,1,1,0,45,39,0,0,0,0,4,0,3,2,0,"McArthur","Crystal Palace","Midfielder"
128,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,45,0,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee Chung-yong","Crystal Palace","Midfielder"
128,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,45,-491,4939,171,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee Chung-yong","Crystal Palace","Midfielder"
128,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,45,-510,4601,156,666,1,45,0,0,0,1,0,0,0,0,0,0,0,4,"1.8","13.8","6.0","2.2",0,0,0,0,3,1,0,0,23,20,0,0,0,0,1,0,1,0,1,"Lee Chung-yong","Crystal Palace","Midfielder"
129,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,55,0,21311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cabaye","Crystal Palace","Midfielder"
129,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,55,-4560,17774,285,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cabaye","Crystal Palace","Midfielder"
129,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,55,-1262,17514,996,2258,0,32,0,0,0,0,0,0,0,1,0,0,0,2,"3.8","12.3","3.0","1.9",0,0,0,1,4,1,0,0,41,36,0,0,0,0,2,0,1,1,0,"Cabaye","Crystal Palace","Midfielder"
130,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sako","Crystal Palace","Midfielder"
130,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-861,2688,26,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sako","Crystal Palace","Midfielder"
130,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,50,-493,2222,19,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sako","Crystal Palace","Midfielder"
131,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,60,0,117997,0,0,1,45,0,0,0,1,0,0,0,0,0,0,0,13,"8.2","16.3","2.0","2.7",0,0,1,0,1,2,2,0,14,8,0,0,0,0,2,0,0,0,3,"Townsend","Crystal Palace","Midfielder"
131,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,60,-19450,103343,1228,20678,2,90,0,0,0,1,0,0,0,0,0,0,0,2,"7.8","5.2","0.0","1.3",0,0,0,0,3,0,0,0,19,17,0,0,0,0,6,0,0,1,2,"Townsend","Crystal Palace","Midfielder"
131,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,59,-13003,91595,3240,16243,2,90,0,0,0,2,0,0,0,0,0,0,0,8,"8.2","34.4","16.0","5.9",0,2,0,0,2,2,0,0,28,27,0,0,0,0,2,0,4,0,4,"Townsend","Crystal Palace","Midfielder"
132,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,50,0,60673,0,0,1,45,0,0,0,2,0,0,0,0,0,0,0,4,"3.8","3.5","0.0","0.7",0,0,0,1,5,0,0,0,28,21,0,0,0,0,1,0,0,0,1,"Milivojevic","Crystal Palace","Midfielder"
132,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,50,-7635,54435,492,8127,2,76,0,0,0,1,0,0,0,0,0,0,0,8,"6.0","1.0","8.0","1.5",0,0,0,2,8,0,0,0,31,27,0,0,1,0,2,0,0,1,1,"Milivojevic","Crystal Palace","Midfielder"
132,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,49,-9186,45758,1189,10375,1,57,0,0,0,2,0,0,0,0,0,0,0,13,"9.8","25.8","0.0","3.6",0,1,0,0,5,2,1,0,37,35,0,0,0,0,1,0,0,1,0,"Milivojevic","Crystal Palace","Midfielder"
133,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,55,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wickham","Crystal Palace","Forward"
133,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,55,-251,993,53,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wickham","Crystal Palace","Forward"
133,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,55,-153,1074,34,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wickham","Crystal Palace","Forward"
134,1,"2017-08-12T14:00:00Z",8,TRUE,0,3,80,0,420235,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,-2,"0.0","3.2","35.0","3.8",0,0,0,1,0,0,0,0,19,10,0,1,0,0,2,0,2,1,0,"Benteke","Crystal Palace","Forward"
134,2,"2017-08-19T14:00:00Z",10,FALSE,1,0,80,-88170,355002,4132,92302,1,90,0,0,0,1,0,0,0,1,0,0,0,-15,"0.0","2.5","6.0","0.6",0,0,0,1,0,0,0,0,23,11,0,2,0,0,4,2,1,5,0,"Benteke","Crystal Palace","Forward"
134,3,"2017-08-26T14:00:00Z",16,TRUE,0,2,79,-53414,306909,14704,68118,1,90,0,0,0,2,0,0,0,1,0,0,0,3,"5.2","25.6","12.0","4.3",0,0,0,1,0,2,0,0,30,20,0,0,0,0,1,0,0,1,0,"Benteke","Crystal Palace","Forward"
135,1,"2017-08-12T14:00:00Z",15,TRUE,1,0,50,0,408612,0,0,6,90,0,0,1,0,0,0,0,0,0,1,0,24,"7.0","0.0","0.0","0.7",0,0,0,5,7,0,0,0,29,13,0,0,0,0,0,0,0,0,0,"Pickford","Everton","Goalkeeper"
135,2,"2017-08-21T19:00:00Z",11,FALSE,1,1,50,6443,485430,20885,14442,4,90,0,0,0,1,0,0,0,0,0,5,1,20,"31.2","0.0","0.0","3.1",0,0,0,2,11,0,0,0,48,15,0,0,0,0,0,0,0,0,0,"Pickford","Everton","Goalkeeper"
135,3,"2017-08-27T12:30:00Z",5,FALSE,2,0,50,172,505200,20682,20510,2,90,0,0,0,2,0,0,0,0,0,5,0,21,"31.4","0.0","0.0","3.1",0,0,0,1,16,0,0,0,37,20,0,0,0,0,0,0,0,0,0,"Pickford","Everton","Goalkeeper"
